date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:22	111/111	---MCZ	200	added ('OK')	text/plain	date:Sat,%2013%20Jul%202024%2006:15:23%20GMT	https://kits.typstd.com/robots.txt		(from )
11:45:22	128297/128297	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Jul%202024%2006:15:23%20GMT	https://kits.typstd.com/pribadi/	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/index.html	(from )
11:45:23	75854/75854	---MCZ	200	added ('OK')	text/css	date:Fri,%2012%20Jul%202024%2012:03:30%20GMT	https://kits.typstd.com/pribadi/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.37	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontendf122.css	(from https://kits.typstd.com/pribadi/)
11:45:23	1111/1111	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20Sep%202023%2003:37:32%20GMT	https://kits.typstd.com/pribadi/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min.css?ver=1.0.21	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min365c.css	(from https://kits.typstd.com/pribadi/)
11:45:24	776/776	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Jul%202024%2012:03:30%20GMT	https://kits.typstd.com/pribadi/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=1.6.37	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementorf122.css	(from https://kits.typstd.com/pribadi/)
11:45:24	19820/19820	---MCZ	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2012:05:17%20GMT	https://kits.typstd.com/pribadi/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.30.0	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine94d.css	(from https://kits.typstd.com/pribadi/)
11:45:24	726/726	---MC-	200	added ('OK')	application/rss+xml	etag:%22a8bf3634d1418981e750ee2481f06ada%22	https://kits.typstd.com/pribadi/comments/feed/	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/comments/feed/index.html	(from https://kits.typstd.com/pribadi/)
11:45:24	89442/89442	---MC-	200	added ('OK')	application/rss+xml	etag:%22a8bf3634d1418981e750ee2481f06ada%22	https://kits.typstd.com/pribadi/feed/	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/feed/index.html	(from https://kits.typstd.com/pribadi/)
11:45:24	119031/119031	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20May%202024%2001:07:26%20GMT	https://kits.typstd.com/pribadi/wp-content/uploads/sites/13/elementor/css/custom-frontend-lite.min.css?ver=1716253646	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/wp-content/uploads/sites/13/elementor/css/custom-frontend-lite.min8448.css	(from https://kits.typstd.com/pribadi/)
11:45:25	16471/16471	---MCZ	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2012:05:17%20GMT	https://kits.typstd.com/pribadi/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/mitta/Downloads/PRATHAM%20WEBSITE/kits.typstd.com/pribadi/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://kits.typstd.com/pribadi/)
